,m,P,r,l,T,ρ,ε,κ,∇_ad,∇,nature
522,1.3816023441206233e+33,2.0086614944496748e+16,21129828065.774517,7.506173307690831e+33,8487233.386489127,17.505207091764007,0.3575214919719859,2.773554549217415,0.4,0.2300724942681582,radiative
523,1.384249947673793e+33,1.9989815946268496e+16,21156782492.929405,7.507120831551489e+33,8477849.837143017,17.4401254288687,0.3542679899856332,2.7771647836091797,0.4,0.22986706114157565,radiative
524,1.3868975512269626e+33,1.9893331537678216e+16,21183768336.635067,7.508059754895497e+33,8468470.162934275,17.37516634576009,0.351039562521452,2.780777780564661,0.4,0.22966117642894548,radiative
525,1.3895451547801323e+33,1.9797160526316256e+16,21210785844.51928,7.508990136610352e+33,8459094.237040127,17.310329556946247,0.3478360201671267,2.784393611889572,0.4,0.22945484800552596,radiative
526,1.392192758333302e+33,1.9701301730777972e+16,21237835265.792953,7.509912035366623e+33,8449721.933515951,17.245614779278306,0.34465717540497837,2.7880123492500744,0.4,0.22924808361330348,radiative
527,1.3948403618864716e+33,1.960575398066371e+16,21264916851.250153,7.510825509617943e+33,8440353.127295291,17.181021732016728,0.3415028425896413,2.7916340641714923,0.4,0.22904089086162388,radiative
528,1.3974879654396412e+33,1.9510516116578828e+16,21292030853.268066,7.511730617601018e+33,8430987.69418984,17.11655013689787,0.33837283792599143,2.795258828037072,0.4,0.22883327722785055,radiative
529,1.400135568992811e+33,1.941558699013365e+16,21319177525.80703,7.512627417335618e+33,8421625.510889456,17.05219971820057,0.33526697944729883,2.7988867120869036,0.4,0.22862525005805537,radiative
530,1.4027831725459805e+33,1.932096546394351e+16,21346357124.410522,7.513515966624584e+33,8412266.454962146,16.98797020281302,0.3321850869936133,2.8025177874169525,0.4,0.2284168165677416,radiative
531,1.4054307760991502e+33,1.9226650411628744e+16,21373569906.205147,7.514396323053825e+33,8402910.404854078,16.923861320299686,0.32912698219038017,2.8061521249781403,0.4,0.22820798384259203,radiative
532,1.4080783796523198e+33,1.913264071781468e+16,21400816129.900658,7.515268543992319e+33,8393557.239889577,16.85987280296848,0.32609248842727634,2.8097897955756306,0.4,0.2279987588392551,radiative
533,1.4107259832054895e+33,1.9038935278131628e+16,21428096055.789948,7.516132686592112e+33,8384206.8402711265,16.796004385937998,0.3230814308372826,2.813430869868138,0.4,0.22778914838615474,radiative
534,1.4133735867586588e+33,1.894553299921493e+16,21455409945.749043,7.516988807788316e+33,8374859.087079366,16.732255807205085,0.32009363627596255,2.817075418367485,0.4,0.22757915918434335,radiative
535,1.4160211903118285e+33,1.8852432798704856e+16,21482758063.237114,7.517836964299116e+33,8365513.862273088,16.668626807712357,0.31712893330096525,2.820723511438115,0.4,0.227368797808371,radiative
536,1.418668793864998e+33,1.875963360524674e+16,21510140673.296467,7.518677212625761e+33,8356171.048689248,16.60511713141613,0.3141871521517518,2.824375219296919,0.4,0.2271580707072045,radiative
537,1.4213163974181678e+33,1.866713435849088e+16,21537558042.55255,7.519509609052572e+33,8346830.530042956,16.541726525354346,0.3112681247295224,2.828030612013023,0.4,0.2269469842051639,radiative
538,1.4239640009713374e+33,1.857493400909257e+16,21565010439.213947,7.520334209646935e+33,8337492.190927479,16.47845473971478,0.30837168457736325,2.8316897595078148,0.4,0.22673554450290093,radiative
539,1.426611604524507e+33,1.8483031518712104e+16,21592498133.07238,7.521151070259308e+33,8328155.9168142425,16.41530152790341,0.30549766686060437,2.835352731555066,0.4,0.22652375767840843,radiative
540,1.4292592080776767e+33,1.839142586001477e+16,21620021395.502716,7.521960246523215e+33,8318821.594052826,16.352266646612954,0.3026459083473768,2.8390195977812223,0.4,0.22631162968806454,radiative
541,1.4319068116308464e+33,1.830011601667085e+16,21647580499.462955,7.522761793855249e+33,8309489.109870969,16.28934985589164,0.2998162473893812,2.8426904276657736,0.4,0.22609916636770738,radiative
542,1.434554415184016e+33,1.8209100983355628e+16,21675175719.49424,7.52355576745507e+33,8300158.352374568,16.226550919212162,0.2970085239028574,2.8463652905418364,0.4,0.22588637343374868,radiative
543,1.4372020187371857e+33,1.811837976574937e+16,21702807331.720848,7.524342222305411e+33,8290829.2105476735,16.16386960354079,0.29422257934975177,2.850044255596849,0.4,0.22567325648432032,radiative
544,1.4398496222903553e+33,1.802795138053735e+16,21730475613.850204,7.525121213172067e+33,8281501.5742524965,16.101305679406767,0.2914582567190866,2.853727391873427,0.4,0.22545982100045675,radiative
545,1.442497225843525e+33,1.7937814855409838e+16,21758180845.17286,7.525892794603906e+33,8272175.334229403,16.038858920971858,0.2887154005085239,2.857414768270392,0.4,0.22524607234731406,radiative
546,1.4451448293966946e+33,1.7847969229062088e+16,21785923306.562515,7.526657020932863e+33,8262850.382096918,15.976529106100111,0.28599385670612143,2.861106453543899,0.4,0.22503201577542184,radiative
547,1.4477924329498643e+33,1.7758413551194352e+16,21813703280.476013,7.527413946273941e+33,8253526.610351723,15.91431601642787,0.2832934727722848,2.86480251630881,0.4,0.22481765642197735,radiative
548,1.450440036503034e+33,1.7669146882511888e+16,21841521050.95332,7.528163624525214e+33,8244203.912368653,15.852219437433993,0.28061409762190714,2.868503025040192,0.4,0.22460299931217495,radiative
549,1.4530876400562036e+33,1.758016829472494e+16,21869376903.617554,7.528906109367819e+33,8234882.182400705,15.79023915851026,0.2779555816066979,2.872208048074948,0.4,0.2243880493605686,radiative
550,1.4557352436093732e+33,1.7491476870548744e+16,21897271125.67497,7.529641454265968e+33,8225561.315579032,15.728374973032064,0.2753177764976959,2.875917653613722,0.4,0.22417281137248263,radiative
551,1.458382847162543e+33,1.7403071703703544e+16,21925204005.914955,7.530369712466935e+33,8216241.207912941,15.666626678429317,0.2727005354679672,2.8796319097228715,0.4,0.22395729004545156,radiative
552,1.4610304507157125e+33,1.731495189891457e+16,21953175834.71005,7.531090937001067e+33,8206921.756289901,15.60499407625757,0.27010371307548964,2.883350884336733,0.4,0.2237414899707085,radiative
553,1.4636780542688822e+33,1.7227116571912048e+16,21981186904.015915,7.531805180681777e+33,8197602.858475532,15.543476972269415,0.26752716524620884,2.887074645259955,0.4,0.2235254156347044,radiative
554,1.4663256578220518e+33,1.7139564849431204e+16,22009237507.371365,7.532512496105549e+33,8188284.413113617,15.482075176486084,0.26497074925728303,2.89080326017014,0.4,0.2233090714206764,radiative
555,1.4689732613752215e+33,1.7052295869212254e+16,22037327939.89835,7.533212935651934e+33,8178966.319726094,15.420788503269346,0.2624343237204954,2.894536796620625,0.4,0.2230924616102545,radiative
556,1.471620864928391e+33,1.6965308780000414e+16,22065458498.301952,7.533906551483549e+33,8169648.478713054,15.35961677139364,0.2599177485658478,2.898275322043453,0.4,0.22287559038510868,radiative
557,1.4742684684815608e+33,1.6878602741545888e+16,22093629480.870407,7.534593395546082e+33,8160330.791352753,15.29855980411845,0.2574208850253258,2.9020189037525936,0.4,0.22265846182864152,radiative
558,1.4769160720347304e+33,1.6792176924603884e+16,22121841187.47507,7.535273519568292e+33,8151013.159801596,15.237617429260984,0.25494359561683294,2.905767608947356,0.4,0.22244107992772438,radiative
559,1.4795636755879e+33,1.6706030510934602e+16,22150093919.570454,7.535946975061998e+33,8141695.487094151,15.176789479269086,0.25248574412829616,2.9095215047159977,0.4,0.2222234485744745,radiative
560,1.4822112791410697e+33,1.6620162693303236e+16,22178387980.194195,7.536613813322097e+33,8132377.677143141,15.11607579129443,0.2500471956019414,2.913280658039607,0.4,0.22200557156808234,radiative
561,1.4848588826942394e+33,1.6534572675479972e+16,22206723673.967083,7.53727408542655e+33,8123059.634739444,15.055476207266013,0.24762781631873212,2.9170451357961813,0.4,0.22178745261668112,radiative
562,1.487506486247409e+33,1.6449259672240004e+16,22235101307.093037,7.537927842236384e+33,8113741.265552098,14.99499057396391,0.24522747378297627,2.920815004764934,0.4,0.22156909533926325,radiative
563,1.4901540898005787e+33,1.636422290936351e+16,22263521187.359116,7.5385751343957e+33,8104422.476128297,14.93461874309332,0.24284603670708907,2.9245903316308826,0.4,0.22135050326764727,radiative
564,1.4928016933537483e+33,1.627946162363566e+16,22291983624.13552,7.539216012331661e+33,8095103.173893393,14.874360571358903,0.24048337499652683,2.928371182989632,0.4,0.22113167984848817,radiative
565,1.495449296906918e+33,1.6194975062846638e+16,22320488928.375587,7.539850526254505e+33,8085783.267150893,14.814215920539445,0.2381393597348745,2.93215762535246,0.4,0.22091262844534237,radiative
566,1.4980969004600876e+33,1.61107624857916e+16,22349037412.615803,7.540478726157535e+33,8076462.665082463,14.754184657562766,0.23581386316909175,2.9359497251516196,0.4,0.22069335234077714,radiative
567,1.500744504013257e+33,1.6026823162270724e+16,22377629390.97577,7.541100661817121e+33,8067141.277747926,14.69426665458102,0.23350675869491938,2.9397475487459603,0.4,0.22047385473853773,radiative
568,1.5033921075664266e+33,1.5943156373089144e+16,22406265179.158257,7.541716382792703e+33,8057819.01608526,14.6344617890462,0.23121792084243403,2.9435511624267705,0.4,0.22025413876575967,radiative
569,1.5060397111195963e+33,1.5859761410057028e+16,22434945094.44915,7.542325938426792e+33,8048495.791910601,14.574769943786096,0.2289472252617678,2.9473606324239343,0.4,0.22003420747523914,radiative
570,1.508687314672766e+33,1.5776637575989522e+16,22463669455.71749,7.542929377844961e+33,8039171.517918244,14.515191007080439,0.2266945487089689,2.951176024912359,0.4,0.21981406384775365,radiative
571,1.5113349182259356e+33,1.5693784184706772e+16,22492438583.415447,7.543526749955859e+33,8029846.107680639,14.455724872737488,0.22445976903201867,2.9549974060187294,0.4,0.21959371079444204,radiative
572,1.5139825217791052e+33,1.5611200561033912e+16,22521252799.57833,7.544118103451198e+33,8020519.475648395,14.396371440170867,0.22224276515699903,2.958824841828527,0.4,0.21937315115923603,radiative
573,1.516630125332275e+33,1.552888604080108e+16,22550112427.824596,7.54470348680576e+33,8011191.537150275,14.337130614476816,0.22004341707440234,2.962658398393364,0.4,0.21915238772135032,radiative
574,1.5192777288854445e+33,1.5446839970843408e+16,22579017793.355827,7.545282948277396e+33,8001862.208393201,14.278002306511727,0.2178616058255975,2.966498141738694,0.4,0.21893142319783448,radiative
575,1.5219253324386142e+33,1.5365061709001016e+16,22607969222.95676,7.545856535907024e+33,7992531.406462252,14.218986432970055,0.21569721348942913,2.9703441378717583,0.4,0.21871026024617743,radiative
576,1.5245729359917838e+33,1.5283550624119028e+16,22636967044.99526,7.546424297518633e+33,7983199.049320665,14.160082916462606,0.213550123168972,2.97419645278995,0.4,0.21848890146697914,radiative
577,1.5272205395449535e+33,1.520230609604756e+16,22666011589.422325,7.546986280719278e+33,7973865.055809833,14.101291685595154,0.21142021897842,2.978055152489483,0.4,0.21826734940668024,radiative
578,1.5298681430981229e+33,1.512132751564173e+16,22695103187.772114,7.547542532899083e+33,7964529.345649306,14.042612675047453,0.20930738603012156,2.9819203029744386,0.4,0.21804560656035715,radiative
579,1.5325157466512925e+33,1.5040614284761628e+16,22724242173.161903,7.54809310123124e+33,7955191.83943679,13.984045825652593,0.20721151042175176,2.985791970266129,0.4,0.21782367537457717,radiative
580,1.5351633502044622e+33,1.4960165816272368e+16,22753428880.292126,7.548638032672011e+33,7945852.45864815,13.925591084476787,0.20513247922362512,2.9896702204129095,0.4,0.21760155825032573,radiative
581,1.5378109537576318e+33,1.4879981534044044e+16,22782663645.446335,7.549177373960724e+33,7936511.125637407,13.867248404899483,0.20307018046614556,2.9947882625455033,0.4,0.21746880315611758,radiative
582,1.5404585573108015e+33,1.4800060872951748e+16,22811946806.49124,7.549711171619779e+33,7927167.76363674,13.809017746693915,0.20102450312739206,3.0003872931826465,0.4,0.21736981103385808,radiative
583,1.543106160863971e+33,1.4720403278875568e+16,22841278702.87668,7.55023947195464e+33,7917822.296756485,13.750899076108023,0.1989953371208373,3.006000290446193,0.4,0.2172705848733463,radiative
584,1.5457537644171408e+33,1.4641008208700592e+16,22870659675.63563,7.550762321053843e+33,7908474.649985133,13.692892365945813,0.19698257328320748,3.0116273587219085,0.4,0.21717112714284445,radiative
585,1.5484013679703104e+33,1.4561875130316892e+16,22900090067.384216,7.55127976478899e+33,7899124.749189335,13.63499759564907,0.19498610336246547,3.0172686026616957,0.4,0.21707144027389005,radiative
586,1.55104897152348e+33,1.4483003522619548e+16,22929570222.321693,7.551791848814755e+33,7889772.521113897,13.57721475137955,0.19300582000593045,3.0229241271955143,0.4,0.21697152666454106,radiative
587,1.5536965750766497e+33,1.4404392875508624e+16,22959100486.23046,7.552298618568874e+33,7880417.893381782,13.519543826101554,0.19104161674853035,3.0285940375438227,0.4,0.2168713886827091,radiative
588,1.5563441786298194e+33,1.4326042689889188e+16,22988681206.47605,7.552800119272157e+33,7871060.794494113,13.461984819664934,0.1890933880011771,3.0342784392305897,0.4,0.2167710286695883,radiative
589,1.558991782182989e+33,1.4247952477671302e+16,23018312732.00714,7.553296395928482e+33,7861701.153830166,13.40453773888857,0.18716102903927542,3.0399774380967832,0.4,0.21667044894317347,radiative
590,1.5616393857361587e+33,1.4170121761770018e+16,23047995413.35554,7.553787493324792e+33,7852338.901647378,13.347202597644229,0.185244435991355,3.045691140314477,0.4,0.21656965180187607,radiative
591,1.5642869892893283e+33,1.4092550076105388e+16,23077729602.636215,7.554273456031103e+33,7842973.9690813385,13.289979416940932,0.18334350582783124,3.0514196524015107,0.4,0.21646863952823894,radiative
592,1.566934592842498e+33,1.4015236965602458e+16,23107515653.54724,7.554754328400494e+33,7833606.288145798,13.232868225009737,0.18145813634989277,3.0571630812367787,0.4,0.21636741439275128,radiative
593,1.5695821963956676e+33,1.393818198619127e+16,23137353921.36986,7.555230154569117e+33,7824235.791732662,13.175869057388995,0.17958822617850365,3.0629215340761067,0.4,0.21626597865776562,radiative
594,1.5722297999488373e+33,1.386138470480686e+16,23167244762.968445,7.55570097845619e+33,7814862.413611996,13.118981957010076,0.17773367474354074,3.068695118568767,0.4,0.2161643345815198,radiative
595,1.574877403502007e+33,1.3784844699389262e+16,23197188536.790493,7.556166843764e+33,7805486.088432018,13.062206974283574,0.17589438227304469,3.0744839427746458,0.4,0.2160624844222663,radiative
596,1.5775250070551765e+33,1.3708561558883502e+16,23227185602.866665,7.556627793977903e+33,7796106.751719106,13.005544167185974,0.17407024978259403,3.08028811518211,0.4,0.21596043044251353,radiative
597,1.5801726106083462e+33,1.36325348832396e+16,23257236322.810738,7.557083872366323e+33,7786724.339877794,12.948993601346825,0.17226117906479943,3.0861077447265757,0.4,0.2158581749133797,radiative
598,1.5828202141615158e+33,1.3556764283412582e+16,23287341059.819645,7.557535121980754e+33,7777338.790190775,12.892555350136412,0.17046707267891525,3.0919429408096564,0.4,0.21575572011905284,radiative
599,1.5854678177146855e+33,1.3481249381362456e+16,23317500178.67345,7.557981585655753e+33,7767950.040818896,12.836229494753903,0.16868783394057302,3.0977938133192806,0.4,0.2156530683613852,radiative
600,1.5881154212678551e+33,1.340598981005423e+16,23347714045.735355,7.558423306008953e+33,7758558.030801164,12.780016124316031,0.16692336691162574,3.1036604726503545,0.4,0.2155502219645923,radiative
601,1.5907630248210248e+33,1.3330985213457912e+16,23377983028.951706,7.558860325441048e+33,7749162.700054741,12.723915335946291,0.165173576390115,3.109543029726298,0.4,0.21544718328008322,radiative
602,1.5934106283741944e+33,1.32562352465485e+16,23408307497.851982,7.559292686135806e+33,7739763.989374949,12.667927234864631,0.16343836790034624,3.115441596021394,0.4,0.21534395469141654,radiative
603,1.596058231927364e+33,1.3181739575305988e+16,23438687823.54881,7.559720430060062e+33,7730361.840435261,12.612051934477702,0.1617176476830851,3.121356283583934,0.4,0.21524053861938403,radiative
604,1.5987058354805337e+33,1.310749787671537e+16,23469124378.737946,7.560143598963717e+33,7720956.195787313,12.556289556469636,0.16001132268586116,3.1272872050601688,0.4,0.2151369375272225,radiative
605,1.6013534390337034e+33,1.3033509838766626e+16,23499617537.698288,7.560562234379745e+33,7711546.998860897,12.500640230893364,0.15831930055338808,3.133234473719276,0.4,0.21503315392597175,radiative
606,1.604001042586873e+33,1.2959775160454742e+16,23530167676.29188,7.560976377624183e+33,7702134.19396396,12.445104096262481,0.15664148961809307,3.139198203479036,0.4,0.21492919037995548,radiative
607,1.6066486461400427e+33,1.2886293551779692e+16,23560775171.963898,7.561386069796139e+33,7692717.726282607,12.389681299643696,0.15497779889076013,3.145178508932616,0.4,0.2148250495124188,radiative
608,1.6092962496932123e+33,1.2813064733746448e+16,23591440403.742653,7.561791351777792e+33,7683297.5418811,12.334371996749795,0.15332813805127785,3.1511755053761874,0.4,0.2147207340112993,radiative
609,1.611943853246382e+33,1.2740088438364978e+16,23622163752.239605,7.562192264234384e+33,7673873.58770186,12.279176352033234,0.15169241743950027,3.157189308837548,0.4,0.2146162466351496,radiative
610,1.6145914567995516e+33,1.2667364408650244e+16,23652945599.64935,7.56258884761423e+33,7664445.8115654625,12.224094538780284,0.1500705480462182,3.163220036105824,0.4,0.21451159021921534,radiative
611,1.617239060352721e+33,1.259489239862221e+16,23683786329.749615,7.562981142148711e+33,7655014.162170642,12.169126739205753,0.14846244150423005,3.1692678047621152,0.4,0.21440676768166206,radiative
612,1.6198866639058907e+33,1.2522672173305816e+16,23714686327.901283,7.563369187852277e+33,7645578.589094287,12.114273144548324,0.14686801007952707,3.175332733211296,0.4,0.21430178202996553,radiative
613,1.6225342674590603e+33,1.2450703508731018e+16,23745645981.048355,7.563753024522446e+33,7636139.042791446,12.059533955166497,0.14528716666258173,3.181414940714826,0.4,0.21419663636745953,radiative
614,1.62518187101223e+33,1.2378986191932758e+16,23776665677.71799,7.564132691739807e+33,7626695.474595323,12.004909380635127,0.14371982475973855,3.1875145474248288,0.4,0.2140913339000573,radiative
615,1.6278294745653996e+33,1.2307520020950976e+16,23807745808.020473,7.564508228868014e+33,7617247.8367172815,11.950399639842571,0.1421658984847145,3.193631674419173,0.4,0.213985877943133,radiative
616,1.6304770781185693e+33,1.2236304804830608e+16,23838886763.649235,7.56487967505379e+33,7607796.082246839,11.8960049610885,0.1406253025501963,3.1997664437378956,0.4,0.21388027192858602,radiative
617,1.633124681671739e+33,1.2165340363621584e+16,23870088937.88084,7.565247069226929e+33,7598340.165151672,11.841725582182308,0.13909795225954794,3.2059189784208013,0.4,0.21377451941207923,radiative
618,1.6357722852249086e+33,1.2094626528378824e+16,23901352725.574997,7.565610450100289e+33,7588880.040277613,11.787561750542164,0.13758376349861537,3.212089402546339,0.4,0.21366862408046033,radiative
619,1.6384198887780782e+33,1.2024163141162256e+16,23932678523.174553,7.565969856169802e+33,7579415.663348653,11.73351372329474,0.13608265272763295,3.218277841271749,0.4,0.21356258975936612,radiative
620,1.6410674923312479e+33,1.1953950055036792e+16,23964066728.70549,7.566325325714463e+33,7569946.990966938,11.679581767375565,0.13459453697323073,3.2244844208746835,0.4,0.21345642042102642,radiative
621,1.6437150958844175e+33,1.1883987134072344e+16,23995517741.77693,7.566676896796337e+33,7560473.980612773,11.625766159630066,0.13311933382054528,3.23070926879605,0.4,0.21335012019225286,radiative
622,1.6463626994375872e+33,1.1814274253343818e+16,24027031963.581142,7.567024607260561e+33,7550996.59064462,11.572067186915257,0.13165696140542305,3.2369525136843658,0.4,0.213243693362632,radiative
623,1.6490103029907565e+33,1.1744811298931124e+16,24058609796.89352,7.567368494735337e+33,7541514.780299096,11.518485146202153,0.13020733840672852,3.2432142854416224,0.4,0.21313714439292714,radiative
624,1.6516579065439262e+33,1.1675598167919144e+16,24090251646.072613,7.567708596631934e+33,7532028.509690977,11.465020344678797,0.12877038403874644,3.2494947152705773,0.4,0.21303047792368163,radiative
625,1.6543055100970958e+33,1.1606634768397778e+16,24121957917.060097,7.568044950144693e+33,7522537.739813195,11.411673099854076,0.12734601804368306,3.2557939357236134,0.4,0.21292369878404055,radiative
626,1.6569531136502655e+33,1.1537921019461916e+16,24153729017.38079,7.568377592251023e+33,7513042.432536839,11.358443739662176,0.12593416068426203,3.2621120807532673,0.4,0.21281681200079317,radiative
627,1.659600717203435e+33,1.146945685121144e+16,24185565356.142654,7.568706559711397e+33,7503542.550611157,11.30533260256776,0.12453473273642007,3.2684492857642793,0.4,0.21270982280763306,radiative
628,1.6622483207566048e+33,1.1401242204751228e+16,24217467344.036777,7.569031889069362e+33,7494038.0576635515,11.25234003767189,0.12314765548209228,3.2748056876674507,0.4,0.21260273665465565,radiative
629,1.6648959243097744e+33,1.1333277032191154e+16,24249435393.337406,7.569353616651531e+33,7484528.918199585,11.199466404818658,0.12177285070209579,3.281181424935178,0.4,0.21249555921808527,radiative
630,1.667543527862944e+33,1.1265561296646088e+16,24281469917.901905,7.569671778567585e+33,7475015.097602974,11.14671207470256,0.12041024066910913,3.287576637658779,0.4,0.21238829641024437,radiative
631,1.6701911314161137e+33,1.1198094972235896e+16,24313571333.170795,7.569986410710273e+33,7465496.562135593,11.09407742897662,0.11905974814073804,3.2939914676076594,0.4,0.21228095438976727,radiative
632,1.6728387349692834e+33,1.1130878044085436e+16,24345740056.16773,7.570297548755414e+33,7455973.278937475,11.04156286036126,0.11772129635268212,3.3004260582904297,0.4,0.21217353957207044,radiative
633,1.675486338522453e+33,1.1063910508324566e+16,24377976505.499493,7.570605228161895e+33,7446445.216026809,10.989168772753944,0.1163948090119877,3.3068805550178135,0.4,0.2120660586400697,radiative
634,1.6781339420756227e+33,1.0997192372088134e+16,24410281101.356026,7.570909484171672e+33,7436912.34229994,10.936895581339572,0.11508021029039422,3.313355104967769,0.4,0.21195851855517556,radiative
635,1.6807815456287923e+33,1.0930723653515988e+16,24442654265.51039,7.571210351809766e+33,7427374.627531373,10.884743712701676,0.1137774248177739,3.3198498572524766,0.4,0.21185092656854476,radiative
636,1.683429149181962e+33,1.086450438175297e+16,24475096421.318798,7.57150786588427e+33,7417832.042373767,10.832713604934401,0.11248637767565679,3.326364962987538,0.4,0.21174329023261548,radiative
637,1.6860767527351316e+33,1.0798534596948916e+16,24507607993.7206,7.571802060986346e+33,7408284.55835794,10.780805707755258,0.11120699439084905,3.3329005753633245,0.4,0.2116356174129226,radiative
638,1.6887243562883013e+33,1.0732814350258656e+16,24540189409.238277,7.572092971490221e+33,7398732.147892866,10.729020482618715,0.10993920092914065,3.3394568497185904,0.4,0.2115279163002037,radiative
639,1.691371959841471e+33,1.0667343703842022e+16,24572841095.977463,7.572380631553193e+33,7389174.784265677,10.677358402830572,0.10868292368909918,3.3460339436163125,0.4,0.21142019542279744,radiative
640,1.6940195633946406e+33,1.0602122730863834e+16,24605563483.626915,7.572665075115626e+33,7379612.441641661,10.625819953663187,0.10743808949595368,3.3526320169219788,0.4,0.211312463659349,radiative
641,1.6966671669478102e+33,1.053715151549391e+16,24638357003.458546,7.572946335900955e+33,7370045.095064264,10.5744056324715,0.10620462559556479,3.3592512318842136,0.4,0.21120473025182027,radiative
642,1.69931477050098e+33,1.0472430152907066e+16,24671222088.32739,7.573224447415683e+33,7360472.720455088,10.523115948809924,0.10498245964848309,3.3658917532179795,0.4,0.21109700481882218,radiative
643,1.7019623740541495e+33,1.0407958749283108e+16,24704159172.67163,7.573499442949381e+33,7350895.294613893,10.471951424550065,0.10377151972409293,3.3725537481902963,0.4,0.21098929736926808,radiative
644,1.7046099776073192e+33,1.0343737421806844e+16,24737168692.512596,7.573771355574686e+33,7341312.795218597,10.42091259399931,0.10257173429484033,3.379237386708577,0.4,0.21088161831635896,radiative
645,1.7072575811604888e+33,1.027976629866807e+16,24770251085.45474,7.574040218147309e+33,7331725.200825272,10.370000004020282,0.10138303223055078,3.38594284141177,0.4,0.21077397849191376,radiative
646,1.7099051847136585e+33,1.0216045519061582e+16,24803406790.68566,7.574306063306023e+33,7322132.490868151,10.319214214151145,0.10020534279282683,3.3926702877641284,0.4,0.21066638916103764,radiative
647,1.712552788266828e+33,1.0152575233187172e+16,24836636248.976105,7.574568923472674e+33,7312534.645659621,10.268555796726835,0.09903859562953272,3.399419904151973,0.4,0.21055886203715563,radiative
648,1.7152003918199978e+33,1.0089355602249624e+16,24869939902.67994,7.574828830852172e+33,7302931.646390227,10.21802533700113,0.09788272076936236,3.4061918719833435,0.4,0.21045140929740658,radiative
649,1.7178479953731674e+33,1.002638679845872e+16,24903318195.734184,7.575085817432504e+33,7293323.475128671,10.167623433269666,0.0967376486164883,3.412986375790635,0.4,0.21034404359840783,radiative
650,1.720495598926337e+33,9963669005029236.0,24936771573.658997,7.575339914984714e+33,7283710.114821814,10.117350696993837,0.09560330994529634,3.419803603336392,0.4,0.21023677809240568,radiative
651,1.7231432024795067e+33,9901202416180944.0,24970300483.55767,7.575591155062923e+33,7274091.54929467,10.067207752925624,0.09447963589520172,3.42664374572224,0.4,0.21012962644381297,radiative
652,1.7257908060326764e+33,9838987237138610.0,25003905374.11664,7.575839569004316e+33,7264467.763250413,10.01719523923334,0.09336655796554401,3.4335069975011407,0.4,0.21002260284614963,radiative
653,1.728438409585846e+33,9777023684131998.0,25037586695.60547,7.57608518792915e+33,7254838.742270376,9.967313807628319,0.09226400801056639,3.440393556792899,0.4,0.20991572203938547,radiative
654,1.7310860131390157e+33,9715313010008852.0,25071345400.42287,7.576328038275436e+33,7245207.148546194,9.91756149805825,0.091172066779406,3.447299466115753,0.4,0.20980845827298672,radiative
655,1.7337336166921853e+33,9653858065920638.0,25105183514.794193,7.576568132090673e+33,7235581.348040358,9.86793024757844,0.090091117511105,3.4542117420939116,0.4,0.20969911321903967,radiative
656,1.7363812202453547e+33,9592657904553056.0,25139101543.235397,7.57680548980008e+33,7225961.507141321,9.818419462989075,0.08902107338705587,3.4611299703407172,0.4,0.2095876247292688,radiative
657,1.7390288237985243e+33,9531711315266222.0,25173099877.51186,7.577040132675175e+33,7216347.138569393,9.7690291692691,0.08796181256703918,3.4680547536189477,0.4,0.20947406220406545,radiative
658,1.741676427351694e+33,9471017100242892.0,25207178919.844315,7.577272081916958e+33,7206737.760733939,9.719759383049059,0.08691321533191113,3.4749866932813727,0.4,0.2093584940314468,radiative
659,1.7443240309048636e+33,9410574074488436.0,25241339082.908882,7.577501358655921e+33,7197132.897733368,9.670610112831705,0.08587516404235344,3.481926389179173,0.4,0.20924098757754442,radiative
660,1.7469716344580333e+33,9350381065830844.0,25275580789.83705,7.577727983952043e+33,7187532.079355138,9.62158135921309,0.08484754309832146,3.4888744395710414,0.4,0.20912160917753028,radiative
661,1.749619238011203e+33,9290436914920724.0,25309904474.215702,7.57795197879479e+33,7177934.8410757575,9.572673115104042,0.08383023889918098,3.4958314410331983,0.4,0.20900042412698508,radiative
662,1.7522668415643726e+33,9230740475231312.0,25344310580.08708,7.57817336410312e+33,7168340.724060778,9.523885365952061,0.08282313980451424,3.5027979883700393,0.4,0.20887749667368552,radiative
663,1.7549144451175422e+33,9171290613058460.0,25378799561.948814,7.578392160725476e+33,7158749.275164802,9.475218089963574,0.08182613609559125,3.5097746745256004,0.4,0.20875289000981073,radiative
664,1.757562048670712e+33,9112086207520644.0,25413371884.75391,7.578608389439792e+33,7149160.046931479,9.426671258326582,0.08083911993748398,3.5167620904956776,0.4,0.2086266662645523,radiative
665,1.7602096522238815e+33,9053126150558954.0,25448028023.910748,7.578822070953489e+33,7139572.597593509,9.37824483543363,0.07986198534182289,3.523760825240701,0.4,0.20849888649712467,radiative
666,1.7628572557770512e+33,8994409346937112.0,25482768465.28309,7.579033225903476e+33,7129986.491072635,9.329938779105175,0.07889462813017452,3.530771465599143,0.4,0.20836961069015528,radiative
667,1.7655048593302205e+33,8935934714241455.0,25517593705.190063,7.579241874856151e+33,7120401.296979654,9.28175304081321,0.07793694589803449,3.5377945962016786,0.4,0.20823889774345886,radiative
668,1.7681524628833902e+33,8877701182880932.0,25552504250.406197,7.579448038307401e+33,7110816.590614404,9.233687565905262,0.07698883797942317,3.544830799385857,0.4,0.20810680546817545,radiative
